,Title,Video ID,Published At,Keyword,Likes,Comments,Views,pop
26,Tech Hiring Slowdown: What’s Different This Time? | Tech News Briefing Podcast | WSJ,Fpof56HU6SY,2022-08-10,tech,9.783796342830304e-05,0.00037389860251985823,1.945776434460583e-05,0.0002731483148850117
27,10 New Tech Gadgets 2022 | You Can Buy Right Now,bbbQ_X45FaA,2022-05-27,tech,8.835211986409217e-05,5.3219144154286394e-05,1.5759066315612093e-05,7.419618876741158e-05
28,Taste Expert Answers Questions From Twitter | Tech Support | WIRED,MtMkU-1p7-0,2022-06-03,tech,0.002174386410337283,0.002806968705778644,0.00024954102493997645,0.0025860381715083476
29,Audiologist Answers Hearing Questions From Twitter | Tech Support | WIRED,QYlXL_8ei6g,2022-08-19,tech,0.0005305991727006665,0.0010793934109241165,6.391055706247925e-05,0.000870726355427149
30,James Dyson Answers Design Questions From Twitter | Tech Support | WIRED,zFCFe38EIfE,2021-11-30,tech,0.006697613623228009,0.004489512417118007,0.0007324899494381856,0.005435481486677392
31,My Massive Tech Unboxing 46.0!,LOrkbagIpiY,2022-05-28,tech,0.0007411727384882447,0.0004462220548320936,7.536013572752797e-05,0.0005654451901732575
32,Cool Tech Under $50 - April!,UK5OHUmIgcc,2022-04-02,tech,0.003615504951823164,0.005676708709790549,0.00038208088550819783,0.0048727575969294765
33,15 Emerging Technologies That Will Change Our World,My2Tr3k1liw,2022-05-14,tech,0.00021251937985203176,0.00018694930125992914,0.0001460000376994029,0.0003219254324109699
34,Veterinarian Answers Pet Questions From Twitter | Tech Support | WIRED,IUwqf08-FKU,2022-05-05,tech,0.0022148228588642076,0.0025968213160412054,0.0002689682993805835,0.002491507946664569
35,What Is The Best Position For Descending? | GCN Tech Clinic,U48UrDpXGog,2022-08-24,tech,5.72799015223502e-05,0.0003029397436474764,6.3381817507768205e-06,0.00020528599839596772
36,My Everyday Tech: 2022!,-pTGc7cIBIA,2022-01-07,tech,0.008159953699354334,0.008328113763425894,0.0010159825979651287,0.008460836965826965
37,INVENTIONS OF THE FUTURE THAT WILL SOON BE AVAILABLE TO EVERYONE,_f8Gb-vojoU,2022-03-16,tech,0.0025585022679983087,0.002484924653973219,0.0017819546760457787,0.0040404601488292025
38,"Twitter Whistleblower Accuses Company of Privacy, Security Issues | Tech News Briefing Podcast | WSJ",MAeXrShneoQ,2022-08-24,tech,4.317274955506225e-05,0.00017603255374110116,6.37561244592983e-06,0.0001249469695571092
39,"I Did a Terrible Job of This - Intel $5,000 Extreme Tech Upgrade",AREK4H8k7Ng,2022-07-23,tech,0.004794789888261019,0.005358758438304684,0.0004683898713960786,0.005122081900857195
40,Cool Tech Under $50 - June!,B0HI0RTZdJw,2022-06-04,tech,0.0019520771534734694,0.0044267411188847455,0.00019502135830913041,0.003436689175682018
41,18 DEADLY Tech Fails that need to be BANNED.,Wuq7lS9rljw,2022-07-02,tech,0.011469601002921213,0.010186690028506357,0.001039890896751967,0.010592785214732146
42,I bought the BIGGEST Tech in the world.,VuG4BcghOSg,2021-12-04,tech,0.020870558428570288,0.028458596188144687,0.0023842386059413426,0.025720563847399243
43,Neil Gaiman Answers Mythology Questions From Twitter | Tech Support | WIRED,o-jUQhCeazQ,2022-08-04,tech,0.0026731228777325234,0.0024126012016609834,0.00019622583345978254,0.0024457234177761296
44,Sushi Chef Answers Sushi Questions From Twitter | Tech Support | WIRED,-ju6y-pHByw,2022-05-26,tech,0.004707167448671097,0.002864281630252491,0.000613352508703327,0.0037440717214561508
45,Futurum Research&#39;s Daniel Newman breaks down tech stocks to watch,-VVLmBXHvL8,2022-08-24,tech,1.5201672378543046e-06,6.277129823326088e-05,8.517342287797394e-07,3.897056334009256e-05
46,My Favorite Tech of the Month!,UxjgqBamqDU,2022-07-30,tech,0.00027320445598717557,0.00023198088477509456,6.796422698193066e-05,0.00028911409464314004
47,Paleontologist Answers Dinosaur Questions From Twitter | Tech Support | WIRED,YvZPU-KBCiQ,2022-06-08,tech,0.0031526444312412853,0.003236815639332496,0.00028674391341188915,0.003174626626383772
48,How Biden&#39;s student loan forgiveness program will work,--ixiTypG8g,2022-08-24,news,6.263089019959735e-05,0.0032040653967760117,2.4146268769268227e-05,0.0019653747738947545
49,Primary results in New York and Florida hold national implications for Democrats,4RkfqEWK2FI,2022-08-24,news,3.253157889008212e-05,0.0007355158640810351,1.4335956243602636e-05,0.0004654049483592483
50,Ex-CIA director predicts what&#39;s next in Russia-Ukraine war,GK8CFuXExLw,2022-08-24,news,0.0005184986414873463,0.005369675185823513,0.00013506259026737483,0.0035124172942076863
51,President Zelenskyy promises victory over Russia on Ukrainian Independence Day,95MMQzBkE30,2022-08-24,news,3.5815140123847416e-05,0.0012117589745899056,1.7333634366022133e-05,0.0007551335611571197
52,"6 months later, what&#39;s next in the Ukraine war? l ABC News",nv7owOSprnI,2022-08-24,news,8.39132315295576e-06,0.00030430433708732987,4.5873671821297604e-06,0.0001896873663804144
53,More than 700 pages of classified documents found at Mar-a-Lago,rqbFOOt1q9M,2022-08-24,news,5.162487939753218e-05,0.0018899619141970938,2.1523889139972285e-05,0.0011709885014774882
54,Nadler Celebrates Win In New York House Primary,_XFJpfSFcpU,2022-08-24,news,5.034793891773457e-05,0.0022570375495176848,3.246976467554474e-05,0.001401796676061476
55,Biden Announces Plan For Federal Student Loan Debt Relief,fNHmQdrlIZE,2022-08-24,news,7.302883410652078e-05,0.0038781745560636394,1.3527354074138286e-05,0.002362340737944278
56,Morning News NOW Full Broadcast - Aug. 23,zvS8Fmxv1_U,2022-08-23,news,7.102221335255311e-05,0.000246991412613483,5.825158130322062e-05,0.00022775309287707634
57,Biden plans to forgive $300 billion in student loan debt: Report,OTFKyW-vc_Y,2022-08-24,news,9.570972929530701e-05,0.0036448290778486915,1.4997810257235322e-05,0.0022306081757550427
58,ABC News Live: Trump files motion to bar review of materials seized from Mar-a-Lago,IH3DYzS4MdI,2022-08-23,news,6.968446618324132e-05,0.0010834871912436769,2.63011365372491e-05,0.0006972987911384276
59,More than 100 classified Trump docs recovered from Mar-a-Lago in January,q7sXUpqA_X4,2022-08-23,news,2.8883177519231785e-05,0.0021205782055323348,1.8659821247271145e-05,0.0012996716978224416
60,"National Shutdown | Workers hit the streets over rising cost of living: Pretoria, GP",NS-9bd2hOOQ,2022-08-24,news,5.046955229676291e-06,3.6844022876044424e-05,4.243798019996839e-06,2.7864298314526377e-05
61,JORNAL DA MANHÃ - 24/08/2022,0IH09JBETbI,2022-08-24,news,0.0014489626044332088,6.550048511296788e-05,0.00012396054693083287,0.0005979496193285762
62,Trump legal team trying to stop Department of Justice from reviewing records seized from Mar-a-Lago,lX3EBSNjPII,2022-08-23,news,4.7185991062997615e-05,0.002071452841697609,3.149557505997303e-05,0.0012885230773974376
63,Netanyahu: This will make the Middle East a nuclear powder keg,Tey5qEth4oA,2022-08-24,news,0.000515944760527751,0.0029925534135987197,5.882023040706833e-05,0.0020091357067246254
64,Nightly News Full Broadcast - Aug. 19,L5p4Nov0KkU,2022-08-20,news,0.0004832307615691263,0.0021287657661714556,0.00022433578974889596,0.0016465644779225072
65,"Americans Are Angry And Worried About U.S. Future, New NBC News Poll Shows",MSTmUJU48g4,2022-08-21,news,3.107221834174199e-05,0.0007655369197578119,8.599144469257612e-06,0.00047724296182646733
66,Breaking News: Jharkhand के CM Hemant Soren के करीबी पर ED ने कसी नकेल | Prem Prakash | Ranchi News,Sdm1WsGGU0w,2022-08-24,news,7.904869636842382e-06,1.0916747518827979e-05,2.631799274433787e-06,1.155330867678329e-05
67,Zee Hindustan Live News: Attack On Nitish Kumar Convoy | Bihar News | Tejashwi Yadav |Bihar Politics,XHKojSQxTs0,2022-08-24,news,7.837982278376795e-05,5.458373759413989e-06,4.27572565930616e-05,6.954622768384038e-05
68,【ライブ】最新ニュース：ウクライナ侵攻から半年/ロシア軍ミサイル攻撃の可能性/プーチン氏に近い思想家の娘 爆発死/サルVS山羊/渋谷ホテルで火災/母娘刺傷続報　など（日テレNEWSLIVE）,voU9-39bicg,2022-08-24,news,1.568812589465642e-05,2.7291868797069947e-06,1.5409547903918427e-05,2.175349780013955e-05
69,අද දෙරණ 6.55 ප්‍රධාන පුවත් විකාශය -  2022.08.24| Ada Derana Prime Time News Bulletin,88w5Q03Lcro,2022-08-24,news,3.727450067218755e-05,2.592727535721645e-05,1.5073911074533161e-05,4.181262649051929e-05
70,"Najib ke penjara, Mahkamah Persekutuan kekal sabitan",B0ga0OUkb9c,2022-08-23,news,0.00014508476118081483,0.0018422011438022213,7.156377085157869e-05,0.0012204098854871558
71,Deadly car bomb detonates outside Moscow,--hxd1CrOqg,2022-08-22,news,0.0003879466791004185,0.0066237365570488765,0.00020048029055190903,0.00429110622851136
72,Jail for Najib as Federal Court upholds ex-PM’s conviction,o3TQPM5OkEU,2022-08-23,news,6.14147564093139e-05,0.0006167962348137808,3.167430043219369e-05,0.0004201764682432563
73,Potential mass shooting foiled in Washington state,lHDn25SLgdk,2022-08-22,news,0.0003424024686543035,0.0025231332702891165,0.00013235146766546447,0.0017489521704352254
74,🔴 හිරු රාත්‍රී 6.55 ප්‍රධාන ප්‍රවෘත්ති ප්‍රකාශය - Hiru TV NEWS 6:55 PM Live | 2022-08-24,kSKxCN8M-WE,2022-08-24,news,4.177419569623629e-05,2.592727535721645e-05,1.4044690900524583e-05,4.213331482372534e-05
75,Nightly News Full Broadcast - Aug. 18,fHCk3o_5l7o,2022-08-19,news,0.0004425510862841451,0.001767148504610279,0.00019749649401179796,0.0013905509226632088
76,Morning News NOW Full Broadcast - Aug. 19,8NL6YyEW2ww,2022-08-19,news,4.232145590186384e-05,0.00016648039966212668,3.962497669933029e-05,0.00015220965326716545
77,Ukraine&#39;s Crimean fightback having &#39;psychological impact&#39; on Russia - BBC News,uDSR4wV_zno,2022-08-20,news,0.0009640900622471999,0.007333325145772695,0.0003631486382081243,0.0050523707443459005
78,"Dobol B TV Livestream: August 22, 2022 - Replay",f2TK2lpFFzs,2022-08-22,news,6.269169688911152e-05,1.5010527838388471e-05,4.656948613450619e-05,7.438331190427274e-05
79,🔴 Live at 8 ප්‍රධාන ප්‍රවෘත්ති විකාශය - 2022-08-24,8Vqj8Ls29HI,2022-08-24,news,1.2100531213320262e-05,1.7739714718095465e-05,4.3969911961859765e-06,1.8670979391039334e-05
80,Nightly News Full Broadcast - Aug. 17,uVmNImDu0rQ,2022-08-18,news,0.00044650352110256627,0.002090557149855558,0.00023113008063266308,0.0016194154268767676
81,UP News: कहा गायब हो गया Abbas Ansari ? 7 राज्यों में पुलिस की आधा दर्जन टीमें कर रही तलाश,_JGrWrwOoD8,2022-08-23,news,1.7451519890567414e-05,3.138564911663044e-05,5.728631556199003e-06,2.979547699334749e-05
82,Daughter of Russian ultra-nationalist killed in suspected car bomb attack,hPy7QFsTaLw,2022-08-21,news,0.00012672114094753483,0.00299664719391828,4.067650655919166e-05,0.00187668116519442
83,18 Million Under Flood Alerts Nationwide,s-XXxzZCkLg,2022-08-21,news,0.0001051347661700037,0.0009088192309424292,5.278669981088123e-05,0.0006296186682273398
84,🔴 Live at 12 ප්‍රධාන ප්‍රවෘත්ති විකාශය - 2022-08-24,bLHeJmGUyWQ,2022-08-24,news,1.1006010802065164e-05,2.3198088477509455e-05,3.4582491925803674e-06,2.067890551970559e-05
85,"Inside the war in Ukraine, 6 months since Russia invaded",h4VjpOOWzZ0,2022-08-21,news,6.706977853413191e-05,0.0009129130112619897,2.64406960165282e-05,0.0005943094363339617
86,"T. Raja Singh News: T. Raja Singh को जमानत मिली, टी राजा ने दिया था विवादित बयान| Latest News",CBNHQyXOcjE,2022-08-23,news,0.00010270249858943682,0.0010875809715632373,2.2299770436852547e-05,0.000705659102951626
87,Why Netflix is Now Making Video Games,Ccc0GvjuqkQ,2022-08-23,gaming,0.0005098640915763337,0.0017848882193283746,4.365906367231093e-05,0.0012675512227422357
88,My New House Gaming Setup is SICK!,4mgePWWCAmA,2022-08-23,gaming,0.0038810477649315537,0.004556377495670828,0.0003876883011045967,0.004285829127986559
89,ROBLOX ATHLETES TYCOON,wXjxEphvceM,2022-08-24,gaming,0.0002531990551370129,0.0008446833392693148,3.319383792416686e-05,0.0006159635580268596
90,Naik Wahana Roller Coaster! - Runner Coaster,iRxsHyRJnnQ,2022-08-24,gaming,0.0001779203735184678,0.00016648039966212668,2.4594941340307612e-05,0.00017785929319312396
91,I OPENED MY OWN ARCADE SHOP,WBK2_lD7KGA,2022-08-24,gaming,0.018145141797855577,0.021301303596113094,0.0009353613425427167,0.019159686039567244
92,[VOD 7] DU SANG ET DES CRÂNES ! Campagne légendaire Valkia sur Immortal Empire,RRaznaiwf9A,2022-08-24,gaming,3.34436792327947e-05,4.093780319560492e-05,4.036070056167554e-06,3.863185574336892e-05
93,What in FORTNITE is DRAGON BALL Z?! (Quests) K-CITY GAMING,YeqhIN6Dg_U,2022-08-22,gaming,0.0001320113229352678,0.0003861799434785397,3.128388092976992e-05,0.00030259524389747406
94,"Tonnenweise GANZ NEUE Games, Monkey Island 5 Release uvm. - Opening Night Live | gamescom 2022",4ndP7aEL48w,2022-08-23,gaming,8.30619378763592e-05,0.0003507005140423488,1.1504609223485587e-05,0.00024684349901180264
95,Free Fire | Bất Ngờ Nhận FREE 900 Kim Cương Mua Đồ Cực Ngon - Garena Hứa Sẽ Sửa Vòng Quay Ma Thuật,aVYgohhJTwo,2022-08-24,gaming,0.00021385712702134355,0.0004189301860350237,3.014757426366796e-05,0.00034566282399108527
96,10 Infuriating Ways Video Games Stopped You From Getting 100%,t3L2dLPzvrM,2022-08-24,gaming,0.00015092220337417536,0.0005867751791370038,1.6712185672322832e-05,0.0004140539541667777
97,Farming Simulator 22 #13 - Khi Xe Bán Tải Chở Quá Tải !!,UZFeOxoRe8g,2022-08-24,gaming,0.0001521383371644588,0.0002647311273315785,2.0956231577718035e-05,0.00022543640912600274
98,Secret Hidden Oven Entrance to Epic GAMING FORT!,PyUwWSrFy5E,2022-08-20,gaming,0.005013511550443496,0.003648922858168252,0.0004975092170273315,0.004190916397061331
99,🔥Artistic Music Mix 2022: Top 50 Songs ♫ Best NCS Gaming Music ♫ Best Of EDM Remixes 2022,GiHBWPRybpw,2022-08-24,gaming,7.564352175563019e-05,3.0021055676776943e-05,1.4729350370806785e-06,4.21786249698359e-05
100,"Free Fire | We Got Level 1 Ghost Id 😨With 9999 Badges😍 Wasting 10,000 Diamonds 💎-Garena Free Fire",wRWhpXAMrLQ,2022-08-24,gaming,0.002961954652924841,0.004664180377419254,0.00013689000142411647,0.003823984623753121
101,gaming in the future,zJJ7JiG2Lvw,2022-08-24,gaming,0.0018221940646711977,0.0006440881036108507,5.10440654603802e-05,0.0009841551470282498
102,The *DESTINY* Challenge in Fortnite!,f-vwWjR_3JY,2022-08-24,gaming,0.0009633603819730298,0.002112390644893214,0.00013156220055707255,0.0016880047020849099
103,7 Reasons The Gaming Industry Is Broken,gYvCj3EufhA,2022-08-24,gaming,0.00020522257711033112,0.001012528332371295,2.0537057369084e-05,0.0006896208299249603
104,GTA 5 CAN CHOP COMPLETE THIS INSANE IMPOSSIBLE STUNT RACE,0aSjii_bpUc,2022-08-24,gaming,0.0005023240620765764,0.0002674603142112855,4.7532520907151504e-05,0.00035870592805689567
105,🎧 FOLLOW ME ON LOCO | ACHANAK BAYANAK GAMING,-ymEXN_zeR4,2022-08-24,gaming,9.279100819862675e-05,5.04899572745794e-05,3.681593936506603e-06,6.181287076084227e-05
106,Finally Improved it ! Lenovo Ideapad Gaming 3 2022 |  i5 12th gen RTX 3050,i2tzQ0RUm6Q,2022-08-24,gaming,2.8518337382146753e-05,0.00022515791757582706,2.5596646235097753e-06,0.00014620991638365004
107,NO STREAM FOR 3 DAYS | KYA AAJ 35 KILLS HONGE | GODL LoLzZz | BGMI LIVE,HN-EAqkxYLo,2022-08-23,gaming,0.001107229009363561,6.140670479340738e-05,5.65352228049462e-05,0.0004255479484900589
108,🔴SHORT STREAM OR WHAT??😱| BGMI LIVE,514QAJMYHus,2022-08-24,gaming,0.00019287881913895416,8.187560639120984e-06,4.875410015029078e-06,6.765159214018791e-05
109,GTA 5 ONLINE : RAMP BUGGY VS DRAUGUR (WHICH IS BEST OFF ROAD VEHICLE?),KO9XkCtJ8Ds,2022-08-23,gaming,7.327206086457748e-05,0.00018558470782007564,6.826515985554494e-06,0.00014015895893697313
110,Mylta Power Station Long drive &amp; Night Food Party Vlog | RON GAMING VLOGS,9BFPMqT4twI,2022-08-23,gaming,0.0006419362212011158,0.0006372651364115832,1.6511150614249383e-05,0.000591451098821534
111,ASMR Gaming 😴 Fortnite Tryhard Squad Win! Relaxing Gum Chewing 🎮🎧 Controller Sounds 💤,fT3XZ_lrUp8,2022-08-22,gaming,5.29018198773298e-05,0.00021287657661714558,5.66046307164882e-06,0.0001492569550051351
112,15 Graphically MIND-BLOWING Games of 2022,2MTmULlJIJE,2022-01-18,gaming,0.0008204646616147253,0.0009661321554162761,0.0002180449541092067,0.00104386364584339
113,RP ගේ පේජ් එකට මොකද උනේ 😥 | අලුත් පේජ් එක | Rp gaming,meUhoYdG0rM,2022-08-24,gaming,2.182960153558781e-05,3.2750242556483935e-05,5.852574255381154e-07,2.678428342010482e-05
114,The FIRST 42-inch OLED Gaming Monitor - PG42UQ,f-OUonH08fo,2022-08-23,gaming,0.0001628403145189531,0.0006631924117687997,1.61075931857123e-05,0.00046287513460267803
115,Gaming Memes Only True Gamers Understand 84 #Memes #shorts,i_n68sBUTow,2022-08-23,gaming,0.0024245451309985876,0.00025654356669245747,6.107450021979327e-05,0.0009423641795348439
116,اصعب لعبة جوال تخليك تعصب ضحك وتحشيش,RnpJZLc7WtQ,2022-08-22,gaming,0.002836206419009533,0.0017575963505313047,6.666158921352627e-05,0.001972081325235169
117,"TOP 5 BEST GAMING PHONE UNDER 15,000/- RS FOR PUBG &amp; BGMI | GAMING PHONE UNDER 15k FOR PUBG &amp; BGMI",grQ_zwR1giM,2022-08-24,gaming,4.104451542206622e-05,0.00012827178334622876,1.4640111627395634e-06,9.074043579709668e-05
118,Si SQUIDWARD At Si DREAM Nandito Sa ROBLOX BACKROOM MORPHS!!?,U2ammRwQ20Y,2022-08-22,gaming,0.00021258018654154594,0.00027701246829025996,5.607985732815098e-05,0.00028606139426477073
119,New PS4 &amp; PS5 Games This Week,-my0r8QrgiQ,2022-08-23,gaming,4.803728471619603e-05,0.0001064382883085728,4.758903877797857e-06,8.303306227780034e-05
120,GTA 5 : WHO KIDNAPPED TREVOR | GTA 5 BANGLA GAMEPLAY #77 | GAMING FUN TIPS,qR12rWDMjls,2022-08-24,gaming,0.0001990811014693997,0.0006454526970507042,7.885730292765153e-06,0.00045488167896400755
121,I CAUGHT KARL the Haunted Car in The Long Drive Mods?!,dC7EnOoJRrs,2022-08-23,gaming,0.00027271800247106223,0.0006277129823326088,2.427318609323075e-05,0.00048271637623411467
122,This Budget Gaming Laptop Can’t Be Beat!,tN0O_MQkF10,2022-08-22,gaming,0.00016423886837777906,0.00038208616315897923,1.7391887434637745e-05,0.00029591524584335896
123,PlayStation 5 Review: Next Gen Gaming!,MepGo2xmVJw,2020-11-14,gaming,0.014483788602138727,0.020069075719925385,0.001767963528391301,0.01815454554098815
124,The Story of Super Mario World | Gaming Historian,s2bTQK6vbKI,2022-05-06,gaming,0.004372365816206065,0.008618772166114688,0.0005904397176763195,0.0070734127622069515
125,PESA HO TO KIA KUCH NAHI HO SAKTA | GTA 5 | SHADOW GAMING,pfwR_wD53wU,2022-08-24,gaming,0.0005822240520981987,0.0007341512706411815,2.17806984126777e-05,0.0006369386764268463
126,Roblox - BẤT NGỜ KHI GAME NARUTO CÓ SỨC MẠNH TRÁI ÁC QUỶ HITO MODEL NIKA CỦA LUFFY - Shindo Life,dzptw7d8QI8,2022-08-22,gaming,7.394093444923338e-05,0.00013782393742520324,1.6095942571989177e-05,0.00012097258536188113
127,Rich Gamer Vs Broke Gamer,hXKhM_taHJ4,2022-08-23,gaming,0.0007173973228882034,0.0007095885887238186,9.040380478346068e-05,0.0007313761548842128
128,Music Mix 2022 🎧 EDM Remixes of Popular Songs 🎧 EDM Gaming Music Mix ​,gTUkevqZXKY,2022-08-22,gaming,0.00016727920285348766,0.0001596574324628592,5.172773338906894e-05,0.00019770595372283075
129,ASMR Gaming 😴 Fortnite 1 Kill = 1 Trigger Relaxing Mouth Sounds 🎮🎧 Controller Sounds + Whispering 💤,mqc6QqoGNWI,2022-08-24,gaming,3.4294972885993115e-05,0.00011735503582740077,3.5973129010627405e-06,8.429882626330113e-05
130,1000 IQ Moments in Sports,AqvyzO3IPXc,2022-03-31,sports,0.002428923212643608,0.0022897877920741686,0.0012626196454632672,0.003365169284500851
131,Chelsea v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 8/14/2022 | NBC Sports,0RiGydlyTcM,2022-08-14,sports,0.0012154041100092734,0.0032190759246144003,0.00033099071336372185,0.002627057501135144
132,Beach Bunny - Sports (Official Audio),szeXkBYq5HU,2018-01-09,sports,0.016756985882936542,0.007412471565284198,0.003728326035462436,0.013202904739513917
133,Team USA SHOCKS JAMAICA for women&#39;s 4x100 world title | NBC Sports,MnCilaL_3yo,2022-07-24,sports,0.003828997238707422,0.013386661644962808,0.0010631328795880023,0.010243829038177913
134,Craziest &quot;You Have to See It to Believe It&quot; Moments in Sports History,jxlygT8QMGM,2022-04-18,sports,0.0007774743321282055,0.0006686507855282137,0.00048216560663937795,0.0011165983775947678
135,All Sports Baseball Battle | Dude Perfect,dwV04XuiWq4,2019-04-22,sports,0.04732846113652932,0.02829893875568183,0.014220947582062934,0.04539884917643082
136,Impossible Moments in Sports,YaVp_xXotxo,2021-06-20,sports,0.003434422630449959,0.003433317094671399,0.003042199083621919,0.006132516129559746
137,Manchester United v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/22/2022 | NBC Sports,0AjSt2I4Vj4,2022-08-22,sports,0.0014392335341109413,0.0031262835707043623,0.0003716040091463306,0.0026791442118022303
138,Top 100 Sports Plays of the Decade | 2010 - 2019 Best Moments,_eaK4DIxB5s,2019-12-22,sports,0.006224780805565806,0.013907936338986845,0.003990820559779337,0.014203016604841186
139,Craziest &quot;Karma/Revenge&quot; Moments in Sports History,kwuIWZ9wRmw,2021-08-06,sports,0.0036983844696309802,0.0036011620877733795,0.00318962396659112,0.006459836560144441
140,All Sports Golf Battle at The Masters,heIKaaamvdc,2022-04-02,sports,0.0215999954759823,0.009402048800590597,0.0027718376683025284,0.014893065591451577
141,Bournemouth v. Arsenal | PREMIER LEAGUE HIGHLIGHTS | 8/20/2022 | NBC Sports,ftb3nlM9gKU,2022-08-20,sports,0.00047836622640799254,0.000751890985359277,0.00015343635176493357,0.0007480808109028975
142,High IQ Moments in Sports,AbnjSelQYV8,2021-08-30,sports,0.005152089995846295,0.0019813896746672783,0.002704234858231413,0.005438695661785668
